,lon,lat,time,folder,Zona,prof,Zona2,ml
521,-89.7812,12.2176,2019-12-16 09:47:14,2019-12-16-0947,S1,21.054,Intra 1,3.6
522,-89.6579,13.1094,2019-12-20 00:55:08,2019-12-20-0054,S1,34.9529,Intra 1,3.21
523,-89.5959,13.1814,2019-12-20 03:21:57,2019-12-20-0321,S1,20.4146,Intra 1,2.94
524,-89.095,12.9571,2019-12-21 17:47:27,2019-12-21-1747,S1,35.1237,Intra 1,4.75
525,-89.9156,13.2182,2019-12-25 14:53:59,2019-12-25-1454,S1,16.6515,Intra 1,3.84
526,-89.977,13.2481,2019-12-31 19:25:25,2019-12-31-1925,S1,12.1589,Superficial,3.83
527,-88.2639,12.5433,2020-01-02 03:35:21,2020-01-02-0335,S1,46.9633,Intra 1,4.77
528,-89.7182,13.0061,2020-01-05 09:19:25,2020-01-05-0919,S1,31.4459,Intra 1,3.36
529,-88.8534,12.542,2020-01-06 02:12:35,2020-01-06-0212,S1,19.7985,Intra 1,4.51
530,-90.1366,13.2924,2020-01-07 06:28:39,2020-01-07-0627,S1,14.668,Superficial,4.15
531,-90.0639,13.2434,2020-01-07 06:45:22,2020-01-07-0645,S1,20.1829,Intra 1,3.14
532,-89.2784,13.0776,2020-01-07 21:31:16,2020-01-07-2131,S1,23.2954,Intra 1,4.63
533,-88.8141,12.8225,2020-01-10 16:00:04,2020-01-10-1600,S1,47.5807,Intra 1,5.48
534,-89.7958,13.2511,2020-01-12 19:03:28,2020-01-12-1903,S1,35.017,Intra 1,3.08
535,-89.5543,13.0833,2020-01-13 03:17:20,2020-01-13-0317,S1,33.5714,Intra 1,4.58
536,-89.5058,12.9738,2020-01-13 08:08:03,2020-01-13-0808,S1,35.2992,Intra 1,3.8
537,-89.9986,13.2318,2020-01-13 12:17:41,2020-01-13-1217,S1,49.58,Intra 1,3.56
538,-89.4819,12.5736,2020-01-14 05:20:22,2020-01-14-0520,S1,26.9921,Intra 1,3.85
539,-89.5025,13.0494,2020-01-16 13:45:59,2020-01-16-1346,S1,57.3131,Intra 1,4.26
540,-90.1737,13.3746,2020-01-18 02:27:36,2020-01-18-0227,S1,13.7378,Superficial,3.83
541,-89.5502,12.9624,2020-01-19 12:23:55,2020-01-19-1223,S1,29.3675,Intra 1,3.84
542,-89.5672,13.0561,2020-01-23 00:21:16,2020-01-23-0021,S1,50.879,Intra 1,4.22
543,-89.453,13.0294,2020-01-24 11:51:27,2020-01-24-1151,S1,23.4132,Intra 1,4.11
544,-90.2522,13.3076,2020-01-27 21:16:33,2020-01-27-2116,S1,46.4317,Intra 1,3.74
545,-90.2749,13.3446,2020-01-29 02:49:08,2020-01-29-0249,S1,13.9783,Superficial,3.15
546,-89.675,13.0784,2020-01-31 07:18:18,2020-01-31-0718,S1,4.0334,Superficial,3.6
547,-89.297,13.0387,2020-02-09 08:29:03,2020-02-09-0828,S1,41.0243,Intra 1,5.1
548,-90.3539,12.809,2020-02-10 06:35:52,2020-02-10-0635,S1,23.9164,Intra 1,4.06
549,-89.5997,13.1662,2020-02-11 02:30:56,2020-02-11-0230,S1,67.9945,Intra 2,4.37
550,-90.2128,13.1199,2020-02-11 11:22:40,2020-02-11-1122,S1,51.2725,Intra 1,2.96
551,-89.6913,13.1174,2020-02-12 01:17:38,2020-02-12-0117,S1,51.8042,Intra 1,3.68
552,-89.484,13.0333,2020-02-12 20:15:36,2020-02-12-2015,S1,39.7077,Intra 1,3.33
553,-89.0125,12.7977,2020-02-14 00:12:28,2020-02-14-0012,S1,35.0214,Intra 1,3.95
554,-89.406,12.3121,2020-02-14 07:53:34,2020-02-14-0753,S1,7.1527,Superficial,4.46
555,-88.7184,12.8545,2020-02-14 20:16:30,2020-02-14-2016,S1,38.1066,Intra 1,5.25
556,-89.5259,13.1621,2020-02-18 22:55:12,2020-02-18-2255,S1,64.2483,Intra 1,3.55
557,-90.0642,13.1506,2020-02-20 18:04:26,2020-02-20-1804,S1,54.5151,Intra 1,3.06
558,-89.5706,13.1308,2020-02-23 09:16:54,2020-02-23-0916,S1,25.8512,Intra 1,3.39
559,-89.7719,13.0495,2020-02-24 11:01:58,2020-02-24-1101,S1,8.032,Superficial,2.88
560,-88.8838,12.9178,2020-02-27 20:55:57,2020-02-27-2055,S1,34.2486,Intra 1,4.58
561,-90.1537,13.1954,2020-02-29 07:41:25,2020-02-29-0741,S1,6.0069,Superficial,3.2
562,-89.6251,13.1427,2020-03-02 09:10:49,2020-03-02-0910,S1,35.3482,Intra 1,3.29
563,-89.913,13.1746,2020-03-07 06:30:32,2020-03-07-0630,S1,17.1532,Intra 1,3.69
564,-89.7166,13.1658,2020-03-10 14:12:01,2020-03-10-1411,S1,15.2111,Intra 1,4.31
565,-89.3666,13.0699,2020-03-12 16:55:37,2020-03-12-1655,S1,28.9776,Intra 1,3.48
566,-89.5909,12.9872,2020-03-15 14:53:24,2020-03-15-1453,S1,15.2251,Intra 1,4.37
567,-90.2702,13.0119,2020-03-17 04:54:49,2020-03-17-0454,S1,27.0143,Intra 1,3.71
568,-90.0085,13.2168,2020-03-19 09:54:04,2020-03-19-0954,S1,8.5934,Superficial,3.89
569,-90.7026,12.6733,2020-03-20 12:55:09,2020-03-20-1255,S1,35.0859,Intra 1,4.21
570,-90.057,13.2484,2020-03-21 02:00:20,2020-03-21-0200,S1,3.3706,Superficial,3.72
571,-90.1104,13.1898,2020-03-25 02:03:02,2020-03-25-0203,S1,11.7669,Superficial,3.43
572,-89.5025,12.1012,2020-03-26 01:55:24,2020-03-26-0155,S1,1.0324,Superficial,3.98
573,-90.2679,13.2012,2020-03-29 02:10:36,2020-03-29-0210,S1,1.9445,Superficial,3.87
574,-89.6497,13.1993,2020-03-31 04:07:29,2020-03-31-0407,S1,11.0832,Superficial,3.18
575,-89.5529,13.1017,2020-03-31 04:28:18,2020-03-31-0428,S1,17.9891,Intra 1,3.76
576,-90.1265,13.2277,2020-04-02 00:10:19,2020-04-02-0010,S1,8.1575,Superficial,3.54
577,-89.3234,12.8459,2020-04-02 02:47:16,2020-04-02-0247,S1,6.5218,Superficial,4.1
578,-90.1245,13.0246,2020-04-02 03:49:56,2020-04-02-0349,S1,91.335,Intra 2,3.48
579,-90.255,13.1749,2020-04-04 07:23:18,2020-04-04-0723,S1,13.5965,Superficial,3.75
580,-89.849,12.3944,2020-04-04 21:06:59,2020-04-04-2107,S1,10.0,Superficial,4.04
581,-88.5097,12.6816,2020-04-09 07:02:38,2020-04-09-0702,S1,38.1324,Intra 1,4.12
582,-90.2301,13.1999,2020-04-14 11:47:39,2020-04-14-1147,S1,15.8374,Intra 1,3.27
583,-89.4708,13.0815,2020-04-14 12:37:59,2020-04-14-1238,S1,34.072,Intra 1,4.18
584,-90.1191,13.1862,2020-04-21 00:05:38,2020-04-21-0005,S1,6.9593,Superficial,3.65
585,-90.224,13.3533,2020-04-28 04:26:23,2020-04-28-0425,S1,50.2654,Intra 1,4.39
586,-90.039,13.2456,2020-04-30 04:24:35,2020-04-29-1711,S1,52.5732,Intra 1,3.25
587,-91.5806,14.0589,2019-02-11 22:17:11,2019-02-11-2216,G2-S2,28.9902,Intra 1,3.7
588,-91.4204,13.9507,2019-02-16 15:19:16,2019-02-16-1518,G2-S2,53.8779,Intra 1,3.94
589,-90.4881,13.7973,2019-02-18 07:11:18,2019-02-18-0709,G2-S2,105.8435,Intra 2,2.87
590,-89.6476,13.4609,2019-02-21 08:52:01,2019-02-21-0851,G2-S2,51.1291,Intra 1,4.27
591,-92.1513,14.3829,2019-02-22 15:57:16,2019-02-22-1556,G2-S2,53.7515,Intra 1,4.64
592,-92.1688,14.4079,2019-02-23 02:14:23,2019-02-23-0213,G2-S2,54.0725,Intra 1,3.83
593,-92.369,14.4948,2019-03-02 18:08:24,2019-03-02-1808,G2-S2,32.3254,Intra 1,4.2
594,-91.5532,14.1342,2019-03-07 23:49:14,2019-03-07-2349,G2-S2,72.6986,Intra 2,4.14
595,-92.2957,14.5865,2019-03-13 00:44:37,2019-03-13-0044,G2-S2,71.8907,Intra 2,3.62
596,-91.5995,14.2069,2019-03-20 04:53:47,2019-03-20-0453,G2-S2,100.9393,Intra 2,3.12
597,-92.0936,14.2556,2019-03-23 17:58:05,2019-03-23-1758,G2-S2,70.2429,Intra 2,4.4
598,-90.7651,13.6727,2019-03-23 19:41:55,2019-03-23-1941,G2-S2,49.2754,Intra 1,4.15
599,-91.327,14.1082,2019-03-25 05:39:26,2019-03-25-0539,G2-S2,78.9772,Intra 2,3.86
600,-90.7799,13.707,2019-03-26 09:17:02,2019-03-26-0916,G2-S2,56.6333,Intra 1,4.5
601,-91.8184,14.1342,2019-03-27 16:47:48,2019-03-27-1647,G2-S2,64.9146,Intra 1,4.32
602,-90.6901,13.6008,2019-03-29 11:57:27,2019-03-29-1157,G2-S2,59.9949,Intra 1,3.79
603,-91.5797,14.1556,2019-03-31 12:16:52,2019-03-31-1216,G2-S2,74.2039,Intra 2,3.9
604,-91.6109,14.1659,2019-03-31 13:51:13,2019-03-31-1351,G2-S2,81.2076,Intra 2,4.07
605,-91.7346,14.297,2019-03-31 14:58:42,2019-03-31-1458,G2-S2,75.8074,Intra 2,4.53
606,-91.2651,14.0778,2019-04-02 00:38:36,2019-04-02-0038,G2-S2,85.0786,Intra 2,3.59
607,-91.0882,13.8421,2019-04-03 09:44:47,2019-04-03-0944,G2-S2,67.3686,Intra 2,4.63
608,-91.5712,14.1842,2019-04-08 02:27:40,2019-04-08-0227,G2-S2,68.1537,Intra 2,3.53
609,-90.4245,13.5374,2019-04-13 19:22:50,2019-04-13-1922,G2-S2,77.9897,Intra 2,3.53
610,-89.9628,13.6277,2019-04-14 03:32:32,2019-04-14-0330,G2-S2,86.7896,Intra 2,4.27
611,-90.1341,13.4661,2019-04-14 17:45:03,2019-04-14-1744,G2-S2,63.7778,Intra 1,3.54
612,-91.3192,14.0126,2019-04-21 15:12:12,2019-04-21-1512,G2-S2,76.5179,Intra 2,3.83
613,-89.7117,13.2675,2019-05-02 00:38:27,2019-05-02-0038,G2-S2,18.9547,Intra 1,4.08
614,-90.4221,13.4955,2019-05-02 04:25:03,2019-05-02-0424,G2-S2,51.1361,Intra 1,3.6
615,-90.0316,13.5673,2019-05-04 16:14:02,2019-05-04-1612,G2-S2,89.8276,Intra 2,4.19
616,-91.5641,14.1016,2019-05-05 19:26:48,2019-05-05-1926,G2-S2,80.3394,Intra 2,4.17
617,-89.5947,13.206,2019-05-06 03:57:27,2019-05-06-0357,G2-S2,36.2072,Intra 1,4.12
618,-91.672,14.1887,2019-05-07 02:58:41,2019-05-07-0256,G2-S2,84.8575,Intra 2,3.97
619,-90.9971,13.9306,2019-05-11 04:50:27,2019-05-11-0450,G2-S2,29.5425,Intra 1,3.53
620,-91.6353,14.0753,2019-05-15 06:49:10,2019-05-15-0648,G2-S2,62.9612,Intra 1,4.04
621,-90.5826,13.5951,2019-05-18 12:34:46,2019-05-18-1234,G2-S2,73.2354,Intra 2,3.7
622,-89.3281,13.2379,2019-05-19 09:37:36,2019-05-19-0937,G2-S2,39.4793,Intra 1,3.91
623,-91.3871,14.0871,2019-05-22 04:13:28,2019-05-22-0412,G2-S2,71.813,Intra 2,5.09
624,-89.3852,13.4193,2019-05-25 22:00:01,2019-05-25-2159,G2-S2,72.0915,Intra 2,4.3
625,-90.992,13.8077,2019-05-26 22:34:46,2019-05-26-2234,G2-S2,55.9459,Intra 1,3.13
626,-91.7685,14.2109,2019-05-28 06:48:36,2019-05-28-0648,G2-S2,78.8589,Intra 2,3.28
627,-91.2139,13.9772,2019-05-28 21:02:29,2019-05-28-2102,G2-S2,64.9006,Intra 1,3.53
628,-89.7493,13.3678,2019-05-30 21:17:21,2019-05-30-2117,G2-S2,22.8108,Intra 1,4.09
629,-92.1614,14.4151,2019-05-31 01:32:31,2019-05-31-0131,G2-S2,72.0653,Intra 2,3.38
630,-89.4071,13.1583,2019-05-31 05:13:16,2019-05-31-0513,G2-S2,54.7412,Intra 1,3.43
631,-89.637,13.3075,2019-05-31 06:05:56,2019-05-31-0605,G2-S2,118.7872,Intra 2,3.75
632,-89.4403,13.2867,2019-05-31 12:49:18,2019-05-31-1248,G2-S2,108.672,Intra 2,3.61
633,-89.5053,13.1756,2019-06-01 03:27:45,2019-06-01-0327,G2-S2,69.5773,Intra 2,2.98
634,-89.2693,13.3152,2019-06-02 20:01:17,2019-06-02-2001,G2-S2,24.4185,Intra 1,4.77
635,-89.3963,13.2615,2019-06-04 11:27:16,2019-06-04-1127,G2-S2,47.6825,Intra 1,3.96
636,-89.4447,13.3018,2019-06-06 21:30:10,2019-06-06-2130,G2-S2,49.8622,Intra 1,3.67
637,-91.7686,14.2614,2019-06-09 20:47:25,2019-06-09-2046,G2-S2,60.9942,Intra 1,3.57
638,-91.4317,14.1267,2019-06-12 06:17:18,2019-06-12-0616,G2-S2,81.927,Intra 2,2.92
639,-90.1751,13.7162,2019-06-12 21:12:20,2019-06-12-2112,G2-S2,91.2692,Intra 2,3.74
640,-92.3813,14.519,2019-06-13 08:41:43,2019-06-13-0841,G2-S2,39.9324,Intra 1,3.38
641,-89.5216,13.311,2019-06-14 17:15:49,2019-06-14-1716,G2-S2,59.4213,Intra 1,4.32
642,-91.7891,14.2296,2019-06-16 19:08:55,2019-06-16-1908,G2-S2,56.1071,Intra 1,3.58
643,-91.4119,14.0722,2019-06-18 07:13:47,2019-06-18-0712,G2-S2,51.0589,Intra 1,3.07
644,-92.0664,14.3763,2019-06-19 22:09:13,2019-06-19-2209,G2-S2,71.2664,Intra 2,3.9
645,-91.462,14.0707,2019-06-20 04:48:44,2019-06-20-0447,G2-S2,87.2195,Intra 2,3.58
646,-91.573,14.0204,2019-06-20 13:42:21,2019-06-20-1342,G2-S2,28.6493,Intra 1,3.74
647,-90.6195,13.6954,2019-06-21 08:56:14,2019-06-21-0855,G2-S2,71.0116,Intra 2,3.9
648,-88.9555,13.2819,2019-06-28 08:30:05,2019-06-28-0830,G2-S2,39.9601,Intra 1,4.08
649,-91.8542,14.3122,2019-06-28 10:59:20,2019-06-28-1059,G2-S2,81.8261,Intra 2,4.08
650,-88.7617,13.0573,2019-06-30 09:43:26,2019-06-30-0943,G2-S2,61.2887,Intra 1,4.24
651,-92.3729,14.8514,2019-06-30 23:01:39,2019-06-30-2301,G2-S2,87.2126,Intra 2,3.76
652,-91.5913,14.0915,2019-07-02 13:47:09,2019-07-02-1347,G2-S2,37.9586,Intra 1,4.09
653,-91.5628,14.1549,2019-07-07 13:56:56,2019-07-07-1356,G2-S2,67.9993,Intra 2,3.75
654,-91.9166,14.2754,2019-07-08 08:11:39,2019-07-08-0811,G2-S2,67.4506,Intra 2,4.1
655,-91.2569,13.9572,2019-07-10 00:07:15,2019-07-10-0007,G2-S2,71.9106,Intra 2,4.76
656,-91.2461,13.9676,2019-07-10 00:09:08,2019-07-10-0009,G2-S2,70.3753,Intra 2,4.13
657,-91.2495,14.005,2019-07-10 00:13:37,2019-07-10-0013,G2-S2,70.7303,Intra 2,3.98
658,-91.2588,14.0152,2019-07-10 00:41:01,2019-07-10-0039,G2-S2,75.2062,Intra 2,3.78
659,-91.2545,14.0191,2019-07-10 00:58:56,2019-07-10-0056,G2-S2,72.1932,Intra 2,4.04
660,-89.608,13.2296,2019-07-10 03:05:53,2019-07-10-0303,G2-S2,7.7043,Superficial,4.76
661,-91.2496,13.9393,2019-07-10 05:26:59,2019-07-10-0527,G2-S2,53.1917,Intra 1,3.17
662,-91.2622,14.0091,2019-07-11 07:38:48,2019-07-11-0737,G2-S2,72.0724,Intra 2,3.36
663,-91.2501,13.9956,2019-07-11 10:29:39,2019-07-11-1028,G2-S2,71.1323,Intra 2,3.74
664,-92.2017,14.569,2019-07-11 11:28:11,2019-07-11-1127,G2-S2,74.5431,Intra 2,4.47
665,-91.233,14.0463,2019-07-11 13:53:44,2019-07-11-1353,G2-S2,64.0853,Intra 1,3.22
666,-91.2508,14.0188,2019-07-13 04:58:18,2019-07-13-0458,G2-S2,70.4963,Intra 2,3.52
667,-91.2342,13.893,2019-07-14 23:46:51,2019-07-14-2345,G2-S2,31.6563,Intra 1,3.38
668,-92.0255,14.5755,2019-07-16 03:35:50,2019-07-16-0335,G2-S2,93.899,Intra 2,3.33
669,-89.351,13.1284,2019-07-17 02:35:42,2019-07-17-0235,G2-S2,59.4638,Intra 1,3.37
670,-89.9733,13.3528,2019-07-17 18:15:07,2019-07-17-1815,G2-S2,28.5948,Intra 1,4.07
671,-90.1207,13.3707,2019-07-20 10:27:30,2019-07-20-1027,G2-S2,44.5678,Intra 1,2.97
672,-90.8181,13.6645,2019-07-21 01:49:25,2019-07-21-0149,G2-S2,51.8004,Intra 1,4.31
673,-90.7657,13.9474,2019-07-21 07:08:04,2019-07-21-0706,G2-S2,104.1016,Intra 2,3.02
674,-91.8366,14.206,2019-07-22 08:27:28,2019-07-22-0827,G2-S2,72.0951,Intra 2,3.16
675,-92.0301,14.424,2019-07-23 19:37:44,2019-07-23-1937,G2-S2,77.5878,Intra 2,3.02
676,-91.432,14.1363,2019-07-23 23:04:21,2019-07-23-2304,G2-S2,71.3194,Intra 2,3.69
677,-91.5434,14.212,2019-07-24 20:38:16,2019-07-24-2037,G2-S2,68.3837,Intra 2,3.19
678,-89.5341,13.3947,2019-07-25 05:37:15,2019-07-25-0537,G2-S2,76.9133,Intra 2,3.56
679,-88.5553,12.9226,2019-07-26 08:42:26,2019-07-26-0842,G2-S2,40.3227,Intra 1,4.03
680,-89.9816,13.3734,2019-07-27 23:40:35,2019-07-27-2340,G2-S2,63.2545,Intra 1,3.5
681,-89.2515,13.228,2019-07-28 01:08:28,2019-07-28-0107,G2-S2,29.7361,Intra 1,4.01
682,-91.3182,14.0067,2019-07-28 10:55:14,2019-07-28-1055,G2-S2,103.5725,Intra 2,3.4
683,-90.0815,13.4646,2019-07-29 02:59:48,2019-07-29-0259,G2-S2,41.6717,Intra 1,2.86
684,-89.4845,13.1821,2019-07-31 07:50:30,2019-07-31-0750,G2-S2,45.1576,Intra 1,4.08
685,-90.7813,13.6844,2019-07-31 10:11:34,2019-07-31-1010,G2-S2,68.6686,Intra 2,3.15
686,-91.873,14.608,2019-07-31 16:16:31,2019-07-31-1616,G2-S2,101.095,Intra 2,3.85
687,-89.4138,13.1666,2019-07-31 17:16:47,2019-07-31-1716,G2-S2,56.0123,Intra 1,4.34
688,-88.4828,12.8522,2019-08-10 02:11:25,2019-08-10-0211,G2-S2,34.8439,Intra 1,4.03
689,-91.4407,14.13,2019-08-10 11:43:46,2019-08-10-1143,G2-S2,73.5537,Intra 2,3.6
690,-90.9657,13.9005,2019-08-12 10:19:20,2019-08-12-1019,G2-S2,95.3992,Intra 2,3.33
691,-89.6514,13.2458,2019-08-15 08:40:15,2019-08-15-0840,G2-S2,15.9272,Intra 1,3.14
692,-92.2791,14.3425,2019-08-15 21:04:27,2019-08-15-2104,G2-S2,66.6275,Intra 2,4.01
693,-92.0773,14.3836,2019-08-21 10:16:44,2019-08-21-1015,G2-S2,71.9439,Intra 2,3.64
694,-90.9665,13.8717,2019-08-21 18:08:35,2019-08-21-1808,G2-S2,82.6503,Intra 2,3.34
695,-91.4526,13.9809,2019-08-27 04:06:18,2019-08-27-0404,G2-S2,73.725,Intra 2,3.74
696,-89.5456,13.2215,2019-08-27 23:15:18,2019-08-27-2315,G2-S2,16.2615,Intra 1,3.78
697,-91.5496,14.1709,2019-08-30 09:39:05,2019-08-30-0938,G2-S2,70.4398,Intra 2,3.63
698,-90.8732,13.7667,2019-08-30 22:31:48,2019-08-30-2231,G2-S2,60.3816,Intra 1,3.11
699,-91.8702,14.2982,2019-08-31 13:06:05,2019-08-31-1305,G2-S2,71.9778,Intra 2,3.67
700,-91.9327,14.349,2019-08-31 16:49:56,2019-08-31-1649,G2-S2,69.3174,Intra 2,3.36
701,-88.5327,12.887,2019-09-03 12:13:06,2019-09-03-1213,G2-S2,39.0,Intra 1,4.34
702,-88.863,13.2888,2019-09-05 05:30:52,2019-09-05-0531,G2-S2,46.5417,Intra 1,3.97
703,-89.581,13.2131,2019-09-06 19:00:48,2019-09-06-1900,G2-S2,40.1849,Intra 1,3.97
704,-91.7448,14.3183,2019-09-08 14:25:56,2019-09-08-1425,G2-S2,80.5965,Intra 2,3.37
705,-89.3446,13.1551,2019-09-10 03:44:16,2019-09-10-0344,G2-S2,36.6733,Intra 1,3.67
706,-90.1624,13.6037,2019-09-11 15:30:43,2019-09-11-1530,G2-S2,80.8582,Intra 2,2.64
707,-91.0289,14.1677,2019-09-11 18:42:18,2019-09-11-1842,G2-S2,106.7693,Intra 2,3.77
708,-89.5987,13.2297,2019-09-13 02:19:58,2019-09-13-0220,G2-S2,34.0147,Intra 1,3.92
709,-91.063,13.8553,2019-09-13 16:04:15,2019-09-13-1604,G2-S2,83.4986,Intra 2,4.07
710,-90.9106,13.9624,2019-09-14 03:13:27,2019-09-14-0313,G2-S2,31.3774,Intra 1,3.17
711,-90.0242,13.4409,2019-09-15 01:38:40,2019-09-15-0138,G2-S2,25.9693,Intra 1,4.11
712,-90.0907,13.4437,2019-09-17 10:03:24,2019-09-17-1003,G2-S2,27.6016,Intra 1,3.61
713,-92.0919,14.4778,2019-09-17 19:11:42,2019-09-17-1911,G2-S2,78.2841,Intra 2,4.94
714,-92.0873,14.4706,2019-09-17 19:16:43,2019-09-17-1915,G2-S2,75.9841,Intra 2,3.85
715,-91.9917,14.2774,2019-09-19 04:07:12,2019-09-19-0406,G2-S2,64.8143,Intra 1,3.96
716,-90.1289,13.427,2019-09-19 15:20:08,2019-09-19-1520,G2-S2,54.8578,Intra 1,3.84
717,-91.8913,14.6695,2019-09-20 03:46:02,2019-09-20-0345,G2-S2,106.7996,Intra 2,3.18
718,-91.4175,14.1632,2019-09-22 08:20:40,2019-09-22-0820,G2-S2,73.0075,Intra 2,3.16
719,-90.5509,13.5321,2019-09-23 12:15:33,2019-09-23-1215,G2-S2,27.6805,Intra 1,2.57
720,-91.5245,14.4546,2019-09-24 02:28:33,2019-09-24-0228,G2-S2,119.4083,Intra 2,3.7
721,-91.4832,13.9906,2019-09-28 08:51:47,2019-09-28-0849,G2-S2,76.6929,Intra 2,3.4
722,-89.8965,13.3193,2019-09-28 20:47:06,2019-09-28-2047,G2-S2,39.4217,Intra 1,3.71
723,-91.2112,13.8447,2019-09-29 04:08:39,2019-09-29-0408,G2-S2,27.3757,Intra 1,2.81
724,-90.0876,13.4339,2019-09-30 02:47:41,2019-09-30-0245,G2-S2,27.3509,Intra 1,4.25
725,-91.0375,13.9436,2019-10-01 06:23:51,2019-10-01-0622,G2-S2,85.1692,Intra 2,4.2
726,-90.3805,13.5066,2019-10-01 11:23:53,2019-10-01-1123,G2-S2,28.6542,Intra 1,2.63
727,-91.6016,14.3772,2019-10-02 02:10:29,2019-10-02-0210,G2-S2,84.065,Intra 2,3.09
728,-90.5608,13.6351,2019-10-02 04:05:53,2019-10-02-0405,G2-S2,57.7698,Intra 1,2.81
729,-89.4382,13.1412,2019-10-04 09:23:59,2019-10-04-0924,G2-S2,50.2565,Intra 1,3.87
730,-91.8425,14.1453,2019-10-05 09:14:04,2019-10-05-0913,G2-S2,63.9264,Intra 1,3.24
731,-91.8679,14.2091,2019-10-06 04:47:29,2019-10-06-0447,G2-S2,65.3777,Intra 2,4.33
732,-91.8789,14.2324,2019-10-06 05:35:10,2019-10-06-0535,G2-S2,70.2924,Intra 2,3.38
733,-91.7569,14.1488,2019-10-06 07:12:03,2019-10-06-0712,G2-S2,14.1826,Superficial,3.7
734,-92.1183,14.4143,2019-10-07 04:39:31,2019-10-07-0438,G2-S2,74.2075,Intra 2,4.83
735,-91.841,14.1388,2019-10-07 06:02:58,2019-10-07-0602,G2-S2,60.3251,Intra 1,3.18
736,-92.0586,14.3894,2019-10-07 08:06:27,2019-10-07-0806,G2-S2,69.28,Intra 2,2.87
737,-91.597,14.2131,2019-10-09 02:03:37,2019-10-09-0203,G2-S2,12.3114,Superficial,3.46
738,-90.3599,13.656,2019-10-09 11:37:04,2019-10-09-1137,G2-S2,26.583,Intra 1,3.35
739,-91.4178,13.9628,2019-10-10 08:13:19,2019-10-10-0812,G2-S2,74.8407,Intra 2,3.97
740,-91.3137,14.0477,2019-10-10 15:27:36,2019-10-10-1527,G2-S2,76.5961,Intra 2,4.03
741,-92.2441,14.8612,2019-10-11 08:16:12,2019-10-11-0816,G2-S2,84.6722,Intra 2,3.35
742,-91.9769,14.3926,2019-10-12 08:57:12,2019-10-12-0856,G2-S2,49.0495,Intra 1,3.06
743,-92.0005,14.3997,2019-10-12 12:47:32,2019-10-12-1247,G2-S2,73.0,Intra 2,3.63
744,-89.2851,13.2594,2019-10-13 10:51:20,2019-10-13-1051,G2-S2,10.1801,Superficial,3.73
745,-91.4937,14.2091,2019-10-14 03:34:11,2019-10-14-0334,G2-S2,11.1146,Superficial,3.55
746,-91.5809,14.065,2019-10-16 11:28:14,2019-10-16-1128,G2-S2,28.8788,Intra 1,3.47
747,-89.8283,13.3885,2019-10-16 18:45:59,2019-10-16-1846,G2-S2,24.5098,Intra 1,3.63
748,-89.2983,13.0933,2019-10-21 11:11:54,2019-10-21-1111,G2-S2,35.0493,Intra 1,3.52
749,-89.0591,13.0362,2019-10-22 14:46:26,2019-10-22-1446,G2-S2,39.0184,Intra 1,4.22
750,-91.3771,14.0302,2019-10-23 10:00:11,2019-10-23-1000,G2-S2,29.4049,Intra 1,3.5
751,-90.089,13.3903,2019-10-24 13:18:55,2019-10-24-1318,G2-S2,18.8134,Intra 1,3.89
752,-91.6708,14.2582,2019-10-24 21:14:06,2019-10-24-2113,G2-S2,68.4086,Intra 2,3.44
753,-90.4965,13.6502,2019-10-24 22:14:09,2019-10-24-2213,G2-S2,78.4927,Intra 2,3.06
754,-91.1419,13.8153,2019-10-28 10:54:44,2019-10-28-1054,G2-S2,63.1704,Intra 1,3.32
755,-89.2417,13.1679,2019-10-29 09:08:27,2019-10-29-0908,G2-S2,25.0843,Intra 1,4.07
756,-91.8651,14.2239,2019-10-30 05:27:15,2019-10-30-0527,G2-S2,61.5779,Intra 1,3.39
757,-92.2379,14.4628,2019-10-30 10:26:25,2019-10-30-1026,G2-S2,59.1132,Intra 1,3.46
758,-92.143,14.4142,2019-10-31 03:25:47,2019-10-31-0323,G2-S2,80.3261,Intra 2,3.95
759,-90.304,13.6139,2019-10-31 16:26:19,2019-10-31-1626,G2-S2,81.096,Intra 2,3.74
760,-91.5636,14.159,2019-11-02 04:39:49,2019-11-02-0439,G2-S2,62.7133,Intra 1,4.06
761,-88.5797,13.1337,2019-11-02 14:58:02,2019-11-02-1458,G2-S2,35.4376,Intra 1,4.25
762,-90.052,13.4943,2019-11-03 15:51:33,2019-11-03-1551,G2-S2,63.0857,Intra 1,4.02
763,-91.2388,14.0809,2019-11-05 05:26:23,2019-11-05-0526,G2-S2,83.9884,Intra 2,3.05
764,-89.9173,13.3209,2019-11-06 14:08:25,2019-11-06-1408,G2-S2,27.876,Intra 1,3.62
765,-91.8815,14.2685,2019-11-07 16:43:13,2019-11-07-1643,G2-S2,67.4305,Intra 2,4.46
766,-91.3216,14.0449,2019-11-07 19:57:17,2019-11-07-1956,G2-S2,75.2867,Intra 2,3.88
767,-91.3129,13.9257,2019-11-08 08:27:43,2019-11-08-0827,G2-S2,33.6792,Intra 1,3.0
768,-90.537,13.5436,2019-11-09 16:30:14,2019-11-09-1630,G2-S2,48.5948,Intra 1,3.88
769,-91.2041,13.8408,2019-11-09 22:56:14,2019-11-09-2256,G2-S2,66.8098,Intra 2,3.97
770,-91.0024,13.7465,2019-11-13 16:45:23,2019-11-13-1645,G2-S2,73.0492,Intra 2,2.9
